Q,A
什么是频移键控？2FSK信号产生和解调方法有哪些？,频移键控是指用不同的载频来表示所传送的数字信息。（1）利用矩形脉冲序列对一个载波进行调频产生（2）利用受矩形脉冲序列控制的开关电路对两个不同的频率进行选通，即键控法。FSK的解调通常采用非相干解调和相干解调两种方法，同时还有鉴频法，过零检测法和差分检波法。
2FSK信号相邻码元的相位是否连续变化与其产生方法有何关系？,采用模拟调频电路实现的2FSK信号，其相位变化是连续的。采用数字键控法产生的2FSK信号其相位变化不一定连续。
相位不连续2FSK信号的传输带宽与波特率或基带信号的带宽的关系？,相位不连续2FSK信号的带宽大于基带信号带宽的2倍。
什么是绝对移相？什么是相对移相？他们有何区别？,绝对移相是用载波的相位直接表示码元。相对移相是用相邻码元的相对载波相位值表示数字信息。相对移相信号可以看做是把数字信息序列绝对码变换成相对码，然后根据相对码进行绝对移相而成。
2PSK信号和2DPSK信号可以用哪些方法产生和解调？它们是否可以采用包络检波法解调？为什么？,2PSK信号和2DPSK信号可以用模拟调制法和键控调制法产生，2PSK信号可以用极性比较法，鉴相法解调，2DPSK信号通常用极性比较-码变换法，差分相干法解调。 它们都不能采用包络检波法解调，因为它们是用相位而不是振幅来携带传送信息的。
 2PSK信号及2DPSK信号的功率谱密度有何特点？试将它们与OOK信号的功率谱密度加以比较。, 2PSK信号的功率谱密度同样由离散谱和连续谱组成，但当双极性基带信号以相等的概率出现时，不存在离散谱部分。同时，连续谱部分与2ASK信号基本相同，因此，2PSK信号的带宽也与2ASK信号相同。此外，2DPSK信号的带宽也与2ASK信号的相同。
二进制数字调制系统的误码率与哪些因素有关?,与其调制方式、解调方式和信噪比有关。
2FSK与2ASK相比有哪些优势？,在相同的解调方式下，若要得到相同的误码率，2FSK需要的信噪比比2ASK小3dB。
2PSK与2ASK和2FSK相比有哪些优势？,在相同的误码率情况下，2PSK需要的信噪比比2ASK小6dB，比2FSK小3dB。
2DPSK与2PSK相比有哪些优势？,在相同的信噪比情况下，采用相干解调方式，2DPSK与2PSK的误码率减少一半，而且2DPSK还可以采用非相干解调方式。
试述模拟信号抽样和PAM的异同点,模拟信号抽样的PAM的共同点都是时间离散取值连续的信号，不同点是抽样信号的频谱是周期延拓，幅度不下降，而PAM频谱是周期延拓，幅度下降
试说明抽样产生混叠的原因,在信号域内的采样，会造成信号频谱的周期延拓，当采样频率小于信号带宽是，就会造成不同周期的混叠。
PCM电话通信常用的抽样标准频率等于多少,8000hz
量化信号有哪些优点和缺点,信号量化的优点是可以把模拟信号变成数字信号，从而采用通过数字调制的进行传输，其缺点是量化会产生量化误差
对电话的非均匀量化有什么优点,电话信号主要集中在小幅度区间，故采用非均匀量化能够降低量燥比和传输比特数
在A率中 若采用A=1 将得到什么压缩效果,在A率用A=1 将表示不进行压缩
13折现律中折线段数为什么比15的折现率中的少两段,因为13折线律第一段和第二段的斜率相同，合并变成了一条折线，而15折线律中，每段斜率都不相同
我国采用的电话量化标准，是符合13折线律还是15 折线律？,符合13折线律
在PCM电话信号中，为什么采用折叠码进行编码,因为电话信号的幅值只要集中在幅度较小的区间，采用折叠码进行编码可以减少误码对信号造成的影响
何为信号量燥比?它有无办法消除,信号量燥比是信号平均功率与量化噪声平均功率的取值，它只能尽量减少，无法完全消除
在PCM系统中，信号量燥比和信号带宽有什么关系,在低通信号的最高频率给定是PCM系统的输出量燥比随系统带宽按指数规律增加
增量调制系统中有哪些量化噪声,一般有量化噪声和过载量化噪声
DPCM和增量调制之间有什么关系,增量调制可以看成是一种最简单的DPCM，当DPCM中量化器的量化电平去2时，此系统为增量调制系统
试述时分复用的优点,时分复用的优点在于便于实现数字通信，易于制造，适于采用集成电路实现，生产成本低
适述复用和复接的异同点,复用的目的是为了扩大通信链路的容量，在一条链路上传输多路独立的信号，实现多路通信，在复用的过程中将低次群合并成高此群的过程成为复接
简述消息、信息、信号三个概念之间的联系与区别,消息是包含具体内容的文字、符号、数据、语音、图片、图象等等，是信息的具体表现形式，也是特定的信息。信息是消息的统称，是消息的概括和抽象，可理解为消息中包含的有意义的内容，它用信息量来衡量。信号是搭载或反映信息的载体，通常以某种客观物理量（电压、电流）表现出来。消息、信息、信号是与通信密切相关的三个概念。信息一词在概念上与消息相似，但其含义却更具普遍性、抽象性。消息可以有各种各样的形式，但消息的内容可统一用信息来表述，传输信息的多少可直观地使用“信息量”进行衡量。信号是消息的载体和通信的客观对象，而信息是信号的内涵。
什么是复用方式？它有哪几种类型？各有何含义,实现在同一条通信线路上传送多路信号的技术叫做多路复用技术。各种多路复用技术的目的均在如何尽量提高信道的利用率。目前常用的复用方式主要有频分复用、时分复用、码分复用和空分复用。频分复用(FDM)是指根据工作频率来区分用户，各路信号的频谱处于不同频段的物理信道上，互不重叠。时分复用(TDM)是指根据工作时隙来区分用户，它将整个信道传输信息的时间划分成若干时隙，并将这些时隙分配给每一个用户使用，每一路信号在分配给自己的时隙内独占信道进行数据传输。码分复用(CDM) 是指根据码型来区分用户，系统为每个用户分配各自特定的地址码，地址码之间具有相互准正交性，所有子信道在时间、空间和频率上则可以重叠。空分复用(SDM)是指多对电线或光纤共用一条缆的空间复用方式。
"按照调制技术来分,通信系统有哪些类型",通信按调制方式分类：线性：AM，SSB，DSB，VSB。非线性：FM，PM。数字：ASK，FSK，PSK，DPSK，脉冲调制等
"什么是信源编码,什么是信道编码,有何区别？",信道编码：就是将信源产生的消息变换为数字序列的过程。信源编码的主要目的是降低数据率，提高信息量效率。信道编码：信道编码的主要目的是提高系统的抗干扰能力，比如纠错码啊，卷积码这类，可以检测出信息是否有被传错。信源编码改善信源，使之更好的传送信息，利用变长编码，而信道编码增加冗余，提高传送可靠度，利用定长编码。
通信网的构成要素有哪些？,硬件，终端设备、传输链路和交换设备
通信中的噪声有哪几种类型？加性高斯白噪声？窄带高斯噪声？,乘性噪声：无线电噪声、工业噪声、天电噪声、内部噪声。加性噪声：单频噪声、脉冲噪声、起伏噪声。高斯白噪声是指噪声的概率密度函数满足正太分布统计特性，同时它的功率谱密度函数是常数的一类噪声。加性高斯白噪声：起伏噪声在很宽的频率范围内具有平坦的功率谱密度的高斯噪声。当高斯噪声通过以为中心角频率的窄带系统时，就可形成窄带高斯噪声。
